Compound_id,Atc_id,relation_type,database
DB00278,B01A,x-atc,DRUGBANK
DB00278,B01,x-atc,DRUGBANK
DB00278,B,x-atc,DRUGBANK
DB00279,H03AA,x-atc,DRUGBANK
DB00279,H03A,x-atc,DRUGBANK
DB00279,H03,x-atc,DRUGBANK
DB00279,H,x-atc,DRUGBANK
DB00280,C01BA,x-atc,DRUGBANK
DB00280,C01B,x-atc,DRUGBANK
DB00280,C01,x-atc,DRUGBANK
DB00280,C,x-atc,DRUGBANK
DB00281,S01HA,x-atc,DRUGBANK
DB00281,S01H,x-atc,DRUGBANK
DB00281,S01,x-atc,DRUGBANK
DB00281,S,x-atc,DRUGBANK
DB00282,M05BA,x-atc,DRUGBANK
DB00282,M05B,x-atc,DRUGBANK
DB00282,M05,x-atc,DRUGBANK
DB00282,M,x-atc,DRUGBANK
DB00283,D04AA,x-atc,DRUGBANK
DB00283,D04A,x-atc,DRUGBANK
DB00283,D04,x-atc,DRUGBANK
DB00283,D,x-atc,DRUGBANK
DB00284,A10BD,x-atc,DRUGBANK
DB00284,A10B,x-atc,DRUGBANK
DB00284,A10,x-atc,DRUGBANK
DB00284,A,x-atc,DRUGBANK
DB00285,N06AX,x-atc,DRUGBANK
DB00285,N06A,x-atc,DRUGBANK
DB00285,N06,x-atc,DRUGBANK
DB00285,N,x-atc,DRUGBANK
DB00286,G03CA,x-atc,DRUGBANK
DB00286,G03C,x-atc,DRUGBANK
DB00286,G03,x-atc,DRUGBANK
DB00286,G,x-atc,DRUGBANK
DB00287,S01EE,x-atc,DRUGBANK
DB00287,S01E,x-atc,DRUGBANK
DB00287,S01,x-atc,DRUGBANK
DB00287,S,x-atc,DRUGBANK
DB00288,D07AC,x-atc,DRUGBANK
DB00288,D07A,x-atc,DRUGBANK
DB00288,D07,x-atc,DRUGBANK
DB00288,D,x-atc,DRUGBANK
DB00289,N06BA,x-atc,DRUGBANK
DB00289,N06B,x-atc,DRUGBANK
DB00289,N06,x-atc,DRUGBANK
DB00289,N,x-atc,DRUGBANK
DB00290,L01DC,x-atc,DRUGBANK
DB00290,L01D,x-atc,DRUGBANK
DB00290,L01,x-atc,DRUGBANK
DB00290,L,x-atc,DRUGBANK
DB00291,L01AA,x-atc,DRUGBANK
DB00291,L01A,x-atc,DRUGBANK
DB00291,L01,x-atc,DRUGBANK
DB00291,L,x-atc,DRUGBANK
DB00292,N01AX,x-atc,DRUGBANK
DB00292,N01A,x-atc,DRUGBANK
DB00292,N01,x-atc,DRUGBANK
DB00292,N,x-atc,DRUGBANK
DB00293,L01BA,x-atc,DRUGBANK
DB00293,L01B,x-atc,DRUGBANK
DB00293,L01,x-atc,DRUGBANK
DB00293,L,x-atc,DRUGBANK
DB00294,G03AC,x-atc,DRUGBANK
DB00294,G03A,x-atc,DRUGBANK
DB00294,G03,x-atc,DRUGBANK
DB00294,G,x-atc,DRUGBANK
DB00295,A07DA,x-atc,DRUGBANK
DB00295,A07D,x-atc,DRUGBANK
DB00295,A07,x-atc,DRUGBANK
DB00295,A,x-atc,DRUGBANK
DB00296,N01BB,x-atc,DRUGBANK
DB00296,N01B,x-atc,DRUGBANK
DB00296,N01,x-atc,DRUGBANK
DB00296,N,x-atc,DRUGBANK
DB00297,N01BB,x-atc,DRUGBANK
DB00297,N01B,x-atc,DRUGBANK
DB00297,N01,x-atc,DRUGBANK
DB00297,N,x-atc,DRUGBANK
DB00298,S01EX,x-atc,DRUGBANK
DB00298,S01E,x-atc,DRUGBANK
DB00298,S01,x-atc,DRUGBANK
DB00298,S,x-atc,DRUGBANK
DB00299,D06BB,x-atc,DRUGBANK
DB00299,D06B,x-atc,DRUGBANK
DB00299,D06,x-atc,DRUGBANK
DB00299,D,x-atc,DRUGBANK
DB00300,J05AR,x-atc,DRUGBANK
DB00300,J05A,x-atc,DRUGBANK
DB00300,J05,x-atc,DRUGBANK
DB00300,J,x-atc,DRUGBANK
DB00301,J01CR,x-atc,DRUGBANK
DB00301,J01C,x-atc,DRUGBANK
DB00301,J01,x-atc,DRUGBANK
DB00301,J,x-atc,DRUGBANK
DB00302,B02AA,x-atc,DRUGBANK
DB00302,B02A,x-atc,DRUGBANK
DB00302,B02,x-atc,DRUGBANK
DB00302,B,x-atc,DRUGBANK
DB00303,J01DH,x-atc,DRUGBANK
DB00303,J01D,x-atc,DRUGBANK
DB00303,J01,x-atc,DRUGBANK
DB00303,J,x-atc,DRUGBANK
DB00304,G03AC,x-atc,DRUGBANK
DB00304,G03A,x-atc,DRUGBANK
DB00304,G03,x-atc,DRUGBANK
DB00304,G,x-atc,DRUGBANK
DB00305,L01DC,x-atc,DRUGBANK
DB00305,L01D,x-atc,DRUGBANK
DB00305,L01,x-atc,DRUGBANK
DB00305,L,x-atc,DRUGBANK
DB00306,N05CA,x-atc,DRUGBANK
DB00306,N05C,x-atc,DRUGBANK
DB00306,N05,x-atc,DRUGBANK
DB00306,N,x-atc,DRUGBANK
DB00307,L01XX,x-atc,DRUGBANK
DB00307,L01X,x-atc,DRUGBANK
DB00307,L01,x-atc,DRUGBANK
DB00307,L,x-atc,DRUGBANK
DB00308,C01BD,x-atc,DRUGBANK
DB00308,C01B,x-atc,DRUGBANK
DB00308,C01,x-atc,DRUGBANK
DB00308,C,x-atc,DRUGBANK
DB00309,L01CA,x-atc,DRUGBANK
DB00309,L01C,x-atc,DRUGBANK
DB00309,L01,x-atc,DRUGBANK
DB00309,L,x-atc,DRUGBANK
DB00310,G01AE,x-atc,DRUGBANK
DB00310,G01A,x-atc,DRUGBANK
DB00310,G01,x-atc,DRUGBANK
DB00310,G,x-atc,DRUGBANK
DB00312,N05CB,x-atc,DRUGBANK
DB00312,N05C,x-atc,DRUGBANK
DB00312,N05,x-atc,DRUGBANK
DB00312,N,x-atc,DRUGBANK
DB00313,N03AG,x-atc,DRUGBANK
DB00313,N03A,x-atc,DRUGBANK
DB00313,N03,x-atc,DRUGBANK
DB00313,N,x-atc,DRUGBANK
DB00314,J04AB,x-atc,DRUGBANK
DB00314,J04A,x-atc,DRUGBANK
DB00314,J04,x-atc,DRUGBANK
DB00314,J,x-atc,DRUGBANK
DB00315,N02CC,x-atc,DRUGBANK
DB00315,N02C,x-atc,DRUGBANK
DB00315,N02,x-atc,DRUGBANK
DB00315,N,x-atc,DRUGBANK
DB00316,N02BE,x-atc,DRUGBANK
DB00316,N02B,x-atc,DRUGBANK
DB00316,N02,x-atc,DRUGBANK
DB00316,N,x-atc,DRUGBANK
DB00317,L01XE,x-atc,DRUGBANK
DB00317,L01X,x-atc,DRUGBANK
DB00317,L01,x-atc,DRUGBANK
DB00317,L,x-atc,DRUGBANK
DB00318,N02AA,x-atc,DRUGBANK
DB00318,N02A,x-atc,DRUGBANK
DB00318,N02,x-atc,DRUGBANK
DB00318,N,x-atc,DRUGBANK
DB00319,J01CA,x-atc,DRUGBANK
DB00319,J01C,x-atc,DRUGBANK
DB00319,J01,x-atc,DRUGBANK
DB00319,J,x-atc,DRUGBANK
DB00320,N02CA,x-atc,DRUGBANK
DB00320,N02C,x-atc,DRUGBANK
DB00320,N02,x-atc,DRUGBANK
DB00320,N,x-atc,DRUGBANK
DB00321,N06AA,x-atc,DRUGBANK
DB00321,N06A,x-atc,DRUGBANK
DB00321,N06,x-atc,DRUGBANK
DB00321,N,x-atc,DRUGBANK
DB00322,L01BC,x-atc,DRUGBANK
DB00322,L01B,x-atc,DRUGBANK
DB00322,L01,x-atc,DRUGBANK
DB00322,L,x-atc,DRUGBANK
DB00323,N04BX,x-atc,DRUGBANK
DB00323,N04B,x-atc,DRUGBANK
DB00323,N04,x-atc,DRUGBANK
DB00323,N,x-atc,DRUGBANK
DB00324,D07XB,x-atc,DRUGBANK
DB00324,D07X,x-atc,DRUGBANK
DB00324,D07,x-atc,DRUGBANK
DB00324,D,x-atc,DRUGBANK
DB00325,C02DD,x-atc,DRUGBANK
DB00325,C02D,x-atc,DRUGBANK
DB00325,C02,x-atc,DRUGBANK
DB00325,C,x-atc,DRUGBANK
DB00326,A12AA,x-atc,DRUGBANK
DB00326,A12A,x-atc,DRUGBANK
DB00326,A12,x-atc,DRUGBANK
DB00326,A,x-atc,DRUGBANK
DB00327,N02AA,x-atc,DRUGBANK
DB00327,N02A,x-atc,DRUGBANK
DB00327,N02,x-atc,DRUGBANK
DB00327,N,x-atc,DRUGBANK
DB00328,S01CC,x-atc,DRUGBANK
DB00328,S01C,x-atc,DRUGBANK
DB00328,S01,x-atc,DRUGBANK
DB00328,S,x-atc,DRUGBANK
DB00330,J04AK,x-atc,DRUGBANK
DB00330,J04A,x-atc,DRUGBANK
DB00330,J04,x-atc,DRUGBANK
DB00330,J,x-atc,DRUGBANK
DB00331,A10BD,x-atc,DRUGBANK
DB00331,A10B,x-atc,DRUGBANK
DB00331,A10,x-atc,DRUGBANK
DB00331,A,x-atc,DRUGBANK
DB00332,R03BB,x-atc,DRUGBANK
DB00332,R03B,x-atc,DRUGBANK
DB00332,R03,x-atc,DRUGBANK
DB00332,R,x-atc,DRUGBANK
DB00333,N07BC,x-atc,DRUGBANK
DB00333,N07B,x-atc,DRUGBANK
DB00333,N07,x-atc,DRUGBANK
DB00333,N,x-atc,DRUGBANK
DB00334,N05AH,x-atc,DRUGBANK
DB00334,N05A,x-atc,DRUGBANK
DB00334,N05,x-atc,DRUGBANK
DB00334,N,x-atc,DRUGBANK
DB00335,C07CB,x-atc,DRUGBANK
DB00335,C07C,x-atc,DRUGBANK
DB00335,C07,x-atc,DRUGBANK
DB00335,C,x-atc,DRUGBANK
DB00336,D08AF,x-atc,DRUGBANK
DB00336,D08A,x-atc,DRUGBANK
DB00336,D08,x-atc,DRUGBANK
DB00336,D,x-atc,DRUGBANK
DB00337,D11AH,x-atc,DRUGBANK
DB00337,D11A,x-atc,DRUGBANK
DB00337,D11,x-atc,DRUGBANK
DB00337,D,x-atc,DRUGBANK
DB00338,A02BC,x-atc,DRUGBANK
DB00338,A02B,x-atc,DRUGBANK
DB00338,A02,x-atc,DRUGBANK
DB00338,A,x-atc,DRUGBANK
DB00339,J04AK,x-atc,DRUGBANK
DB00339,J04A,x-atc,DRUGBANK
DB00339,J04,x-atc,DRUGBANK
DB00339,J,x-atc,DRUGBANK
DB00340,N04AA,x-atc,DRUGBANK
DB00340,N04A,x-atc,DRUGBANK
DB00340,N04,x-atc,DRUGBANK
DB00340,N,x-atc,DRUGBANK
DB00341,R06AE,x-atc,DRUGBANK
DB00341,R06A,x-atc,DRUGBANK
DB00341,R06,x-atc,DRUGBANK
DB00341,R,x-atc,DRUGBANK
DB00342,R06AX,x-atc,DRUGBANK
DB00342,R06A,x-atc,DRUGBANK
DB00342,R06,x-atc,DRUGBANK
DB00342,R,x-atc,DRUGBANK
DB00343,C08DB,x-atc,DRUGBANK
DB00343,C08D,x-atc,DRUGBANK
DB00343,C08,x-atc,DRUGBANK
DB00343,C,x-atc,DRUGBANK
DB00344,N06AA,x-atc,DRUGBANK
DB00344,N06A,x-atc,DRUGBANK
DB00344,N06,x-atc,DRUGBANK
DB00344,N,x-atc,DRUGBANK
DB00345,V04CH,x-atc,DRUGBANK
DB00345,V04C,x-atc,DRUGBANK
DB00345,V04,x-atc,DRUGBANK
DB00345,V,x-atc,DRUGBANK
DB00346,G04CA,x-atc,DRUGBANK
DB00346,G04C,x-atc,DRUGBANK
DB00346,G04,x-atc,DRUGBANK
DB00346,G,x-atc,DRUGBANK
DB00347,N03AC,x-atc,DRUGBANK
DB00347,N03A,x-atc,DRUGBANK
DB00347,N03,x-atc,DRUGBANK
DB00347,N,x-atc,DRUGBANK
DB00348,A16AX,x-atc,DRUGBANK
DB00348,A16A,x-atc,DRUGBANK
DB00348,A16,x-atc,DRUGBANK
DB00348,A,x-atc,DRUGBANK
DB00349,N05BA,x-atc,DRUGBANK
DB00349,N05B,x-atc,DRUGBANK
DB00349,N05,x-atc,DRUGBANK
DB00349,N,x-atc,DRUGBANK
DB00350,D11AX,x-atc,DRUGBANK
DB00350,D11A,x-atc,DRUGBANK
DB00350,D11,x-atc,DRUGBANK
DB00350,D,x-atc,DRUGBANK
DB00351,G03FB,x-atc,DRUGBANK
DB00351,G03F,x-atc,DRUGBANK
DB00351,G03,x-atc,DRUGBANK
DB00351,G,x-atc,DRUGBANK
DB00352,L01BB,x-atc,DRUGBANK
DB00352,L01B,x-atc,DRUGBANK
DB00352,L01,x-atc,DRUGBANK
DB00352,L,x-atc,DRUGBANK
DB00353,G02AC,x-atc,DRUGBANK
DB00353,G02A,x-atc,DRUGBANK
DB00353,G02,x-atc,DRUGBANK
DB00353,G,x-atc,DRUGBANK
DB00354,R06AE,x-atc,DRUGBANK
DB00354,R06A,x-atc,DRUGBANK
DB00354,R06,x-atc,DRUGBANK
DB00354,R,x-atc,DRUGBANK
DB00355,J01DF,x-atc,DRUGBANK
DB00355,J01D,x-atc,DRUGBANK
DB00355,J01,x-atc,DRUGBANK
DB00355,J,x-atc,DRUGBANK
DB00356,M03BB,x-atc,DRUGBANK
DB00356,M03B,x-atc,DRUGBANK
DB00356,M03,x-atc,DRUGBANK
DB00356,M,x-atc,DRUGBANK
DB00357,L02BG,x-atc,DRUGBANK
DB00357,L02B,x-atc,DRUGBANK
DB00357,L02,x-atc,DRUGBANK
DB00357,L,x-atc,DRUGBANK
DB00358,P01BF,x-atc,DRUGBANK
DB00358,P01B,x-atc,DRUGBANK
DB00358,P01,x-atc,DRUGBANK
DB00358,P,x-atc,DRUGBANK
DB00359,J01EE,x-atc,DRUGBANK
DB00359,J01E,x-atc,DRUGBANK
DB00359,J01,x-atc,DRUGBANK
DB00359,J,x-atc,DRUGBANK
DB00360,A16AX,x-atc,DRUGBANK
DB00360,A16A,x-atc,DRUGBANK
DB00360,A16,x-atc,DRUGBANK
DB00360,A,x-atc,DRUGBANK
DB00361,L01CA,x-atc,DRUGBANK
DB00361,L01C,x-atc,DRUGBANK
DB00361,L01,x-atc,DRUGBANK
DB00361,L,x-atc,DRUGBANK
DB00362,J02AX,x-atc,DRUGBANK
DB00362,J02A,x-atc,DRUGBANK
DB00362,J02,x-atc,DRUGBANK
DB00362,J,x-atc,DRUGBANK
DB00363,N05AH,x-atc,DRUGBANK
DB00363,N05A,x-atc,DRUGBANK
DB00363,N05,x-atc,DRUGBANK
DB00363,N,x-atc,DRUGBANK
DB00364,A02BX,x-atc,DRUGBANK
DB00364,A02B,x-atc,DRUGBANK
DB00364,A02,x-atc,DRUGBANK
DB00364,A,x-atc,DRUGBANK
DB00365,J01MA,x-atc,DRUGBANK
DB00365,J01M,x-atc,DRUGBANK
DB00365,J01,x-atc,DRUGBANK
DB00365,J,x-atc,DRUGBANK
DB00366,R06AA,x-atc,DRUGBANK
DB00366,R06A,x-atc,DRUGBANK
DB00366,R06,x-atc,DRUGBANK
DB00366,R,x-atc,DRUGBANK
DB00367,G03AB,x-atc,DRUGBANK
DB00367,G03A,x-atc,DRUGBANK
DB00367,G03,x-atc,DRUGBANK
DB00367,G,x-atc,DRUGBANK
DB00368,C01CA,x-atc,DRUGBANK
DB00368,C01C,x-atc,DRUGBANK
DB00368,C01,x-atc,DRUGBANK
DB00368,C,x-atc,DRUGBANK
DB00369,J05AB,x-atc,DRUGBANK
DB00369,J05A,x-atc,DRUGBANK
DB00369,J05,x-atc,DRUGBANK
DB00369,J,x-atc,DRUGBANK
DB00370,N06AX,x-atc,DRUGBANK
DB00370,N06A,x-atc,DRUGBANK
DB00370,N06,x-atc,DRUGBANK
DB00370,N,x-atc,DRUGBANK
DB00371,N05BC,x-atc,DRUGBANK
DB00371,N05B,x-atc,DRUGBANK
DB00371,N05,x-atc,DRUGBANK
DB00371,N,x-atc,DRUGBANK
DB00372,R06AD,x-atc,DRUGBANK
DB00372,R06A,x-atc,DRUGBANK
DB00372,R06,x-atc,DRUGBANK
DB00372,R,x-atc,DRUGBANK
DB00373,C07AA,x-atc,DRUGBANK
DB00373,C07A,x-atc,DRUGBANK
DB00373,C07,x-atc,DRUGBANK
DB00373,C,x-atc,DRUGBANK
DB00374,B01AC,x-atc,DRUGBANK
DB00374,B01A,x-atc,DRUGBANK
DB00374,B01,x-atc,DRUGBANK
DB00374,B,x-atc,DRUGBANK
DB00375,C10AC,x-atc,DRUGBANK
DB00375,C10A,x-atc,DRUGBANK
DB00375,C10,x-atc,DRUGBANK
DB00375,C,x-atc,DRUGBANK
DB00376,N04AA,x-atc,DRUGBANK
DB00376,N04A,x-atc,DRUGBANK
DB00376,N04,x-atc,DRUGBANK
DB00376,N,x-atc,DRUGBANK
DB00377,A04AA,x-atc,DRUGBANK
DB00377,A04A,x-atc,DRUGBANK
DB00377,A04,x-atc,DRUGBANK
DB00377,A,x-atc,DRUGBANK
DB00378,G03FA,x-atc,DRUGBANK
DB00378,G03F,x-atc,DRUGBANK
DB00378,G03,x-atc,DRUGBANK
DB00378,G,x-atc,DRUGBANK
DB00379,C01BB,x-atc,DRUGBANK
DB00379,C01B,x-atc,DRUGBANK
DB00379,C01,x-atc,DRUGBANK
DB00379,C,x-atc,DRUGBANK
DB00380,V03AF,x-atc,DRUGBANK
DB00380,V03A,x-atc,DRUGBANK
DB00380,V03,x-atc,DRUGBANK
DB00380,V,x-atc,DRUGBANK
DB00381,C09XA,x-atc,DRUGBANK
DB00381,C09X,x-atc,DRUGBANK
DB00381,C09,x-atc,DRUGBANK
DB00381,C,x-atc,DRUGBANK
DB00382,N06DA,x-atc,DRUGBANK
DB00382,N06D,x-atc,DRUGBANK
DB00382,N06,x-atc,DRUGBANK
DB00382,N,x-atc,DRUGBANK
DB00383,A03AA,x-atc,DRUGBANK
DB00383,A03A,x-atc,DRUGBANK
DB00383,A03,x-atc,DRUGBANK
DB00383,A,x-atc,DRUGBANK
DB00384,C03DB,x-atc,DRUGBANK
DB00384,C03D,x-atc,DRUGBANK
DB00384,C03,x-atc,DRUGBANK
DB00384,C,x-atc,DRUGBANK
DB00385,L01DB,x-atc,DRUGBANK
DB00385,L01D,x-atc,DRUGBANK
DB00385,L01,x-atc,DRUGBANK
DB00385,L,x-atc,DRUGBANK
DB00387,N04AA,x-atc,DRUGBANK
DB00387,N04A,x-atc,DRUGBANK
DB00387,N04,x-atc,DRUGBANK
DB00387,N,x-atc,DRUGBANK
DB00388,S01FB,x-atc,DRUGBANK
DB00388,S01F,x-atc,DRUGBANK
DB00388,S01,x-atc,DRUGBANK
DB00388,S,x-atc,DRUGBANK
DB00389,H03BB,x-atc,DRUGBANK
DB00389,H03B,x-atc,DRUGBANK
DB00389,H03,x-atc,DRUGBANK
DB00389,H,x-atc,DRUGBANK
DB00390,C01AA,x-atc,DRUGBANK
DB00390,C01A,x-atc,DRUGBANK
DB00390,C01,x-atc,DRUGBANK
DB00390,C,x-atc,DRUGBANK
DB00391,N05AL,x-atc,DRUGBANK
DB00391,N05A,x-atc,DRUGBANK
DB00391,N05,x-atc,DRUGBANK
DB00391,N,x-atc,DRUGBANK
DB00392,N04AA,x-atc,DRUGBANK
DB00392,N04A,x-atc,DRUGBANK
DB00392,N04,x-atc,DRUGBANK
DB00392,N,x-atc,DRUGBANK
DB00393,C08CA,x-atc,DRUGBANK
DB00393,C08C,x-atc,DRUGBANK
DB00393,C08,x-atc,DRUGBANK
DB00393,C,x-atc,DRUGBANK
DB00394,D07CC,x-atc,DRUGBANK
DB00394,D07C,x-atc,DRUGBANK
DB00394,D07,x-atc,DRUGBANK
DB00394,D,x-atc,DRUGBANK
DB00395,M03BA,x-atc,DRUGBANK
DB00395,M03B,x-atc,DRUGBANK
DB00395,M03,x-atc,DRUGBANK
DB00395,M,x-atc,DRUGBANK
DB00396,G03FA,x-atc,DRUGBANK
DB00396,G03F,x-atc,DRUGBANK
DB00396,G03,x-atc,DRUGBANK
DB00396,G,x-atc,DRUGBANK
DB00397,R01BA,x-atc,DRUGBANK
DB00397,R01B,x-atc,DRUGBANK
DB00397,R01,x-atc,DRUGBANK
DB00397,R,x-atc,DRUGBANK
DB00398,L01XE,x-atc,DRUGBANK
DB00398,L01X,x-atc,DRUGBANK
DB00398,L01,x-atc,DRUGBANK
DB00398,L,x-atc,DRUGBANK
DB00399,M05BB,x-atc,DRUGBANK
DB00399,M05B,x-atc,DRUGBANK
DB00399,M05,x-atc,DRUGBANK
DB00399,M,x-atc,DRUGBANK
DB00400,D01BA,x-atc,DRUGBANK
DB00400,D01B,x-atc,DRUGBANK
DB00400,D01,x-atc,DRUGBANK
DB00400,D,x-atc,DRUGBANK
DB00401,C08CA,x-atc,DRUGBANK
DB00401,C08C,x-atc,DRUGBANK
DB00401,C08,x-atc,DRUGBANK
DB00401,C,x-atc,DRUGBANK
DB00402,N05CF,x-atc,DRUGBANK
DB00402,N05C,x-atc,DRUGBANK
DB00402,N05,x-atc,DRUGBANK
DB00402,N,x-atc,DRUGBANK
DB00403,V04CC,x-atc,DRUGBANK
DB00403,V04C,x-atc,DRUGBANK
DB00403,V04,x-atc,DRUGBANK
DB00403,V,x-atc,DRUGBANK
DB00404,N05BA,x-atc,DRUGBANK
DB00404,N05B,x-atc,DRUGBANK
DB00404,N05,x-atc,DRUGBANK
DB00404,N,x-atc,DRUGBANK
DB00405,R06AB,x-atc,DRUGBANK
DB00405,R06A,x-atc,DRUGBANK
DB00405,R06,x-atc,DRUGBANK
DB00405,R,x-atc,DRUGBANK
DB00406,G01AX,x-atc,DRUGBANK
DB00406,G01A,x-atc,DRUGBANK
DB00406,G01,x-atc,DRUGBANK
DB00406,G,x-atc,DRUGBANK
DB00408,N05AH,x-atc,DRUGBANK
DB00408,N05A,x-atc,DRUGBANK
DB00408,N05,x-atc,DRUGBANK
DB00408,N,x-atc,DRUGBANK
DB00409,N05AL,x-atc,DRUGBANK
DB00409,N05A,x-atc,DRUGBANK
DB00409,N05,x-atc,DRUGBANK
DB00409,N,x-atc,DRUGBANK
DB00410,R01AX,x-atc,DRUGBANK
DB00410,R01A,x-atc,DRUGBANK
DB00410,R01,x-atc,DRUGBANK
DB00410,R,x-atc,DRUGBANK
DB00411,N07AB,x-atc,DRUGBANK
DB00411,N07A,x-atc,DRUGBANK
DB00411,N07,x-atc,DRUGBANK
DB00411,N,x-atc,DRUGBANK
DB00412,A10BD,x-atc,DRUGBANK
DB00412,A10B,x-atc,DRUGBANK
DB00412,A10,x-atc,DRUGBANK
DB00412,A,x-atc,DRUGBANK
DB00413,N04BC,x-atc,DRUGBANK
DB00413,N04B,x-atc,DRUGBANK
DB00413,N04,x-atc,DRUGBANK
DB00413,N,x-atc,DRUGBANK
DB00414,A10BB,x-atc,DRUGBANK
DB00414,A10B,x-atc,DRUGBANK
DB00414,A10,x-atc,DRUGBANK
DB00414,A,x-atc,DRUGBANK
DB00415,J01CR,x-atc,DRUGBANK
DB00415,J01C,x-atc,DRUGBANK
DB00415,J01,x-atc,DRUGBANK
DB00415,J,x-atc,DRUGBANK
DB00417,J01CR,x-atc,DRUGBANK
DB00417,J01C,x-atc,DRUGBANK
DB00417,J01,x-atc,DRUGBANK
DB00417,J,x-atc,DRUGBANK
DB00418,N05CB,x-atc,DRUGBANK
DB00418,N05C,x-atc,DRUGBANK
DB00418,N05,x-atc,DRUGBANK
DB00418,N,x-atc,DRUGBANK
DB00419,A16AX,x-atc,DRUGBANK
DB00419,A16A,x-atc,DRUGBANK
DB00419,A16,x-atc,DRUGBANK
DB00419,A,x-atc,DRUGBANK
DB00420,N05AA,x-atc,DRUGBANK
DB00420,N05A,x-atc,DRUGBANK
DB00420,N05,x-atc,DRUGBANK
DB00420,N,x-atc,DRUGBANK
DB00421,C03DA,x-atc,DRUGBANK
DB00421,C03D,x-atc,DRUGBANK
DB00421,C03,x-atc,DRUGBANK
DB00421,C,x-atc,DRUGBANK
DB00422,N06BA,x-atc,DRUGBANK
DB00422,N06B,x-atc,DRUGBANK
DB00422,N06,x-atc,DRUGBANK
DB00422,N,x-atc,DRUGBANK
DB00423,M03BA,x-atc,DRUGBANK
DB00423,M03B,x-atc,DRUGBANK
DB00423,M03,x-atc,DRUGBANK
DB00423,M,x-atc,DRUGBANK
DB00424,A03BA,x-atc,DRUGBANK
DB00424,A03B,x-atc,DRUGBANK
DB00424,A03,x-atc,DRUGBANK
DB00424,A,x-atc,DRUGBANK
DB00425,N05CF,x-atc,DRUGBANK
DB00425,N05C,x-atc,DRUGBANK
DB00425,N05,x-atc,DRUGBANK
DB00425,N,x-atc,DRUGBANK
DB00426,J05AB,x-atc,DRUGBANK
DB00426,J05A,x-atc,DRUGBANK
DB00426,J05,x-atc,DRUGBANK
DB00426,J,x-atc,DRUGBANK
DB00427,R06AX,x-atc,DRUGBANK
DB00427,R06A,x-atc,DRUGBANK
DB00427,R06,x-atc,DRUGBANK
DB00427,R,x-atc,DRUGBANK
DB00428,L01AD,x-atc,DRUGBANK
DB00428,L01A,x-atc,DRUGBANK
DB00428,L01,x-atc,DRUGBANK
DB00428,L,x-atc,DRUGBANK
DB00429,G02AD,x-atc,DRUGBANK
DB00429,G02A,x-atc,DRUGBANK
DB00429,G02,x-atc,DRUGBANK
DB00429,G,x-atc,DRUGBANK
DB00430,J01DD,x-atc,DRUGBANK
DB00430,J01D,x-atc,DRUGBANK
DB00430,J01,x-atc,DRUGBANK
DB00430,J,x-atc,DRUGBANK
DB00431,P03AB,x-atc,DRUGBANK
DB00431,P03A,x-atc,DRUGBANK
DB00431,P03,x-atc,DRUGBANK
DB00431,P,x-atc,DRUGBANK
DB00432,L01BC,x-atc,DRUGBANK
DB00432,L01B,x-atc,DRUGBANK
DB00432,L01,x-atc,DRUGBANK
DB00432,L,x-atc,DRUGBANK
DB00433,N05AB,x-atc,DRUGBANK
DB00433,N05A,x-atc,DRUGBANK
DB00433,N05,x-atc,DRUGBANK
DB00433,N,x-atc,DRUGBANK
DB00434,R06AX,x-atc,DRUGBANK
DB00434,R06A,x-atc,DRUGBANK
DB00434,R06,x-atc,DRUGBANK
DB00434,R,x-atc,DRUGBANK
DB00435,R07AX,x-atc,DRUGBANK
DB00435,R07A,x-atc,DRUGBANK
DB00435,R07,x-atc,DRUGBANK
DB00435,R,x-atc,DRUGBANK
DB00436,C03AB,x-atc,DRUGBANK
DB00436,C03A,x-atc,DRUGBANK
DB00436,C03,x-atc,DRUGBANK
DB00436,C,x-atc,DRUGBANK
DB00437,M04AA,x-atc,DRUGBANK
DB00437,M04A,x-atc,DRUGBANK
DB00437,M04,x-atc,DRUGBANK
DB00437,M,x-atc,DRUGBANK
DB00438,J01DD,x-atc,DRUGBANK
DB00438,J01D,x-atc,DRUGBANK
DB00438,J01,x-atc,DRUGBANK
DB00438,J,x-atc,DRUGBANK
DB00439,C10AA,x-atc,DRUGBANK
DB00439,C10A,x-atc,DRUGBANK
DB00439,C10,x-atc,DRUGBANK
DB00439,C,x-atc,DRUGBANK
DB00440,J04AM,x-atc,DRUGBANK
DB00440,J04A,x-atc,DRUGBANK
DB00440,J04,x-atc,DRUGBANK
DB00440,J,x-atc,DRUGBANK
DB00441,L01BC,x-atc,DRUGBANK
DB00441,L01B,x-atc,DRUGBANK
DB00441,L01,x-atc,DRUGBANK
DB00441,L,x-atc,DRUGBANK
DB00442,J05AF,x-atc,DRUGBANK
DB00442,J05A,x-atc,DRUGBANK
DB00442,J05,x-atc,DRUGBANK
DB00442,J,x-atc,DRUGBANK
DB00443,R01AD,x-atc,DRUGBANK
DB00443,R01A,x-atc,DRUGBANK
DB00443,R01,x-atc,DRUGBANK
DB00443,R,x-atc,DRUGBANK
DB00444,L01CB,x-atc,DRUGBANK
DB00444,L01C,x-atc,DRUGBANK
DB00444,L01,x-atc,DRUGBANK
DB00444,L,x-atc,DRUGBANK
DB00445,L01DB,x-atc,DRUGBANK
DB00445,L01D,x-atc,DRUGBANK
DB00445,L01,x-atc,DRUGBANK
